,id,candidate_name,cpf,nine_cpf_digit,address_initials_state,state_group,same_state
285,38,Camilla_Hickford,69660586701,7,MG,"ES, RJ",False
286,560,Fern_Reeds,42696679908,9,MG,"PR, SC",False
287,204,Mirabella_O'Daly,94559582955,9,MG,"PR, SC",False
288,502,Tory_Hallgath,98110053971,9,MG,"PR, SC",False
289,949,Raimundo_Wythill,71306981956,9,MG,"PR, SC",False
290,288,Anson_Loxton,20896849929,9,MG,"PR, SC",False
291,916,Dusty_Pennazzi,62908894947,9,MG,"PR, SC",False
292,694,Inez_Maggi,23002218960,9,MG,"PR, SC",False
293,319,Arlena_Huggett,65896993994,9,MG,"PR, SC",False
294,89,Quinlan_Stoneley,85605785958,9,MG,"PR, SC",False
295,36,Law_Stallybrass,40754224961,9,MG,"PR, SC",False
296,140,Gates_McGoon,97511920993,9,MG,"PR, SC",False
297,621,Merwyn_Crick,44995363912,9,MG,"PR, SC",False
298,448,Aloysia_Josefsen,81873396910,9,MG,"PR, SC",False
299,384,Bernadina_Stanistrete,38151808993,9,MG,"PR, SC",False
300,560,Fern_Reeds,42696679908,9,MG,"PR, SC",False
301,45,Dulcea_Kirwood,9218722832,3,MG,"CE, MA, PI",False
302,354,Hurlee_Tebbitt,98190953362,3,MG,"CE, MA, PI",False
303,713,Othello_Le Barr,37383796306,3,MG,"CE, MA, PI",False
304,457,Skell_MacDonnell,53756919307,3,MG,"CE, MA, PI",False
305,368,Boothe_Sunnex,69149856340,3,MG,"CE, MA, PI",False
306,808,Lucais_Viccars,6397419835,3,MG,"CE, MA, PI",False
307,55,Cristabel_Moulds,70165330341,3,MG,"CE, MA, PI",False
308,606,Olly_Lawey,73477020383,3,MG,"CE, MA, PI",False
309,514,Terry_Ambrosoni,78502087304,3,MG,"CE, MA, PI",False
310,144,Reinwald_Rollitt,22740632304,3,MG,"CE, MA, PI",False
311,583,Arlee_Drewry,22244655300,3,MG,"CE, MA, PI",False
312,950,Georgie_Organer,61619106329,3,MG,"CE, MA, PI",False
313,971,Archibaldo_McDonogh,8016651836,3,MG,"CE, MA, PI",False
314,642,Debee_How,21218445386,3,MG,"CE, MA, PI",False
315,198,Giuseppe_Maffia,43172071332,3,MG,"CE, MA, PI",False
316,861,Angelita_Salway,68389022303,3,MG,"CE, MA, PI",False
317,871,Ofilia_Casarili,94250806316,3,MG,"CE, MA, PI",False
318,49,Maxie_Heckney,28007407448,4,MG,"AL, PB, PE, RN",False
319,532,Ezekiel_Desantis,73578312487,4,MG,"AL, PB, PE, RN",False
320,931,Arty_Sandeman,70180422405,4,MG,"AL, PB, PE, RN",False
321,681,Weston_Coop,15641256455,4,MG,"AL, PB, PE, RN",False
322,571,Franky_Stihl,59359194433,4,MG,"AL, PB, PE, RN",False
323,770,Creigh_Eivers,19691044498,4,MG,"AL, PB, PE, RN",False
324,331,Eula_Whal,77443192495,4,MG,"AL, PB, PE, RN",False
325,552,Otha_Suller,20194814483,4,MG,"AL, PB, PE, RN",False
326,691,Mildred_Kiely,34054802486,4,MG,"AL, PB, PE, RN",False
327,173,Knox_Agass,70441343430,4,MG,"AL, PB, PE, RN",False
328,418,Phyllis_Impy,87154155469,4,MG,"AL, PB, PE, RN",False
329,752,Melodie_Chucks,96844700458,4,MG,"AL, PB, PE, RN",False
330,664,Petrina_Reedie,55256025473,4,MG,"AL, PB, PE, RN",False
331,988,Roxana_Packe,16939670491,4,MG,"AL, PB, PE, RN",False
332,305,Oralle_de Courcey,21819679462,4,MG,"AL, PB, PE, RN",False
333,465,Konstance_Pride,24971983490,4,MG,"AL, PB, PE, RN",False
334,817,Julita_Phelan,70529076403,4,MG,"AL, PB, PE, RN",False
335,103,Sheri_Palser,39802853402,4,MG,"AL, PB, PE, RN",False
336,287,Rogerio_Plimmer,9803297015,1,MG,"DF, GO, MS, MT, TO",False
337,71,Rogerio_Gamlen,85372397128,1,MG,"DF, GO, MS, MT, TO",False
338,704,Kanya_Berford,13227464195,1,MG,"DF, GO, MS, MT, TO",False
339,488,Caryl_Jimeno,13144192180,1,MG,"DF, GO, MS, MT, TO",False
340,130,Launce_McNae,66336249131,1,MG,"DF, GO, MS, MT, TO",False
341,784,Giorgia_Rilings,62866804112,1,MG,"DF, GO, MS, MT, TO",False
342,736,Ruy_Hembry,33250336106,1,MG,"DF, GO, MS, MT, TO",False
343,517,Alexandra_Hurst,29337198193,1,MG,"DF, GO, MS, MT, TO",False
344,46,Brena_Biner,38706051111,1,MG,"DF, GO, MS, MT, TO",False
345,753,Burch_Harme,70299239284,2,MG,"AC, AM, AP, PA, RO, RR",False
346,400,Erek_Gwillyam,27288467236,2,MG,"AC, AM, AP, PA, RO, RR",False
347,449,Judie_Grastye,67330851272,2,MG,"AC, AM, AP, PA, RO, RR",False
348,627,Dav_Boxall,15989898207,2,MG,"AC, AM, AP, PA, RO, RR",False
349,793,Kiley_Savil,76942369225,2,MG,"AC, AM, AP, PA, RO, RR",False
350,814,Orton_Plinck,39502252268,2,MG,"AC, AM, AP, PA, RO, RR",False
351,443,Ellis_Thorogood,52010508246,2,MG,"AC, AM, AP, PA, RO, RR",False
352,899,Giacomo_Housin,89121277214,2,MG,"AC, AM, AP, PA, RO, RR",False
353,614,Gaynor_Mattack,9693073223,2,MG,"AC, AM, AP, PA, RO, RR",False
354,411,Penrod_Braid,46340812295,2,MG,"AC, AM, AP, PA, RO, RR",False
355,298,Weider_Kersting,13157886240,2,MG,"AC, AM, AP, PA, RO, RR",False
356,412,Alyosha_Norfolk,275572862,2,MG,"AC, AM, AP, PA, RO, RR",False
357,758,Tedd_Wike,69813309202,2,MG,"AC, AM, AP, PA, RO, RR",False
358,930,Isadore_Wyke,35398830295,2,MG,"AC, AM, AP, PA, RO, RR",False
359,302,Saundra_Twinborne,23673811274,2,MG,"AC, AM, AP, PA, RO, RR",False
360,805,Osborn_Enriques,45688299258,2,MG,"AC, AM, AP, PA, RO, RR",False
361,609,Helge_Roydon,46705724234,2,MG,"AC, AM, AP, PA, RO, RR",False
362,68,Leigh_Kohrding,23211592270,2,MG,"AC, AM, AP, PA, RO, RR",False
363,651,Jesus_Kinnett,44761267666,6,MS,MG,False
364,568,Killy_Boulds,26867663010,0,MS,RS,False
365,902,Rivalee_Hyndes,57684243004,0,MS,RS,False
366,136,Aarika_Cockshtt,60599925019,0,MS,RS,False
367,534,Garrot_Brack,70312612524,5,MS,"BA, SE",False
368,76,Gawen_Abethell,51203819528,5,MS,"BA, SE",False
369,94,Thaine_Nazair,2976929173,7,MS,"ES, RJ",False
370,468,Floria_Tschirasche,74775352989,9,MS,"PR, SC",False
371,282,Cheri_McCosker,19451437380,3,MS,"CE, MA, PI",False
372,166,Melli_Hentzer,8756267347,4,MS,"AL, PB, PE, RN",False
373,241,Baryram_Braid,91234217465,4,MS,"AL, PB, PE, RN",False
374,332,Victor_Siemantel,4600642740,4,MS,"AL, PB, PE, RN",False
375,582,Nelle_O'Reilly,93439979490,4,MS,"AL, PB, PE, RN",False
376,554,Aprilette_Shann,38019166424,4,MS,"AL, PB, PE, RN",False
377,876,Stearne_Giotto,29491396129,1,SP,"DF, GO, MS, MT, TO",False
378,272,Adriaens_Dorow,7245388369,6,MT,MG,False
379,218,Malachi_Aslie,99050762042,0,MT,RS,False
380,114,Reinhard_Brimelow,59548488078,0,MT,RS,False
381,341,Berti_Weatherburn,36017651013,0,MT,RS,False
382,90,Devlen_Laval,47204540891,8,MT,SP,False
383,980,Horace_McOmish,30524081867,8,MT,SP,False
384,729,Alyda_Fanthom,75123154817,8,MT,SP,False
385,398,Dorie_Franklin,86337604520,5,MT,"BA, SE",False
386,16,Merwin_Zuann,84333956706,7,MT,"ES, RJ",False
387,996,Bride_Grzegorczyk,59376711980,9,MT,"PR, SC",False
